source	isbn	name	author	label
Indoo.com	9780131872893	Learning to Program with Alice	dann, wanda p.cooper, stephenpausch, randy	False
Powell's  Books	9780131872893	Learning To Program With Alice	dann, wanda p	False
A1Books	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
textbookxdotcom	9780131872893	Learning to Program with Alice, Final Version	dann, wanda p.brcooper, stephenbrpausch, randy	False
Caiman	9780131872893	LEARNING TO PROGRAM W/ALICE	dann, wanda p	False
Movies With A Smile	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
DVD Legacy	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
Players Quest	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
Paperbackshop-US	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
Books2Anywhere.com	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
Sandy Chong	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
Striped Ostrich	9780131872893	Learning To Program With Alice : Final Version	wanda p. dann, stephen cooper, randy pausch	True
Papamedia.com	9780131872893	Learning to Program with Alice, Final Version	wanda p. dann, et al	False
Englishbookservice.com GTI GmbH	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
Quartermelon	9780131872893	Learning to Program with Alice with CDROM	wanda p. dann, stephen cooper, randy pausch	True
Revaluation Books	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
paperbackworld.de	9780131872893	Learning to Program with Alice Final Version	wanda p. dann, stephen cooper, randy pausch	True
Morgenstundt Buch & Kunst	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
Versandantiquariat Robert A. Mueller	9780131872893	Learning to Program with Alice Final Version	wanda p. dann, stephen cooper, randy pausch	True
Stratford Books	9780131872893	Learning to Program with Alice with CDROM	wanda p. dann, stephen cooper, randy pausch	True
THESAINTBOOKSTORE	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
The Book Depository	9780131872893	Learning to Program with Alice	stephen cooper	False
Limelight Bookshop	9780131872893	Learning to Program with Alice, Final Version	dann, wanda p	False
BEST BARGAIN BOOKS	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
eCampus.com	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
Cody Books Ltd	9780131463055	Core JavaServer Faces (Sun Microsystems Press Java Series)	david geary; cay horstmann	True
Oddball Books	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
Indoo.com	9780131463055	Core JavaServer Faces	geary, davidhorstmann, cay	False
Caiman	9780131463055	CORE JAVASERVER FACES -OS	geary, david	False
Movies With A Smile	9780131463055	Core JavaServer Faces	geary, david, and horstmann, cay s	False
textbookxdotcom	9780131463055	Core Javaserver Faces	cay s. horstmann	False
A1Books	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
AlphaCraze.com	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
Paperbackshop-US	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
DVD Legacy	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
Players Quest	9780131463055	Core JavaServer Faces (Sun Microsystems Press Java Series)	david geary; cay horstmann	True
Annex Books Inc	9780131463055	Core JavaServer Faces (Sun Microsystems Press Java Series)	david geary; cay horstmann	True
Books2Anywhere.com	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
Striped Ostrich	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
Cornwall Discount Books	9780131463055	Core Javaserver Faces	geary- david m./ horstmann- cay s.	False
Kayleighbug	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
Kayleighbug Books	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
Papamedia.com	9780131463055	Core JavaServer Faces (Sun Microsystems Press Java Series)	geary, david	False
Blackwell Online	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Odeon Books	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
Powell's  Books	9780131463055	Core Javaserver Faces (Core)	geary, david	False
Books Down Under	9780131463055	Core Javaserver Faces	david geary; cay horstmann	True
Books Down Under	9780131463055	Core JavaServer Faces	geary, david horstmann, cay (san jose state university, californ	False
paperbackworld.de	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
Englishbookservice.com GTI GmbH	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Browns Books	9780131463055	Core JavaServer Faces	geary, david	False
Quartermelon	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Bobs Books	9780131463055	Core JavaServer Faces	geary, david horstmann, cay (san jose state university, californ	False
AHA-BUCH	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
Versandantiquariat Robert A. Mueller	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
COBU GmbH & Co. KG	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
Morgenstundt Buch & Kunst	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Marando.de Versandbuchhandlung	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
Quartermelon	9780131463055	CORE JAVASERVER FACES	david geary; cay horstmann	True
Bobs Books	9780131463055	Core Javaserver Faces	david geary; cay horstmann	True
Stratford Books	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Mellon's Books	9780131463055	CORE JAVASERVER FACES	geary, david	False
TheBookCom	9780131463055	Core Javaserver Faces	geary, david	False
Stratford Books	9780131463055	CORE JAVASERVER FACES	david geary; cay horstmann	True
Bobs Books	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780131463055	Core Javaserver Faces	geary, david	False
The Book Depository	9780131463055	Core JavaServer Faces	david m geary	False
Revaluation Books	9780131463055	Core Javaserver Faces	geary, david m.; horstmann, cay s.	False
THESAINTBOOKSTORE	9780131463055	Core JavaServer Faces (Core Series)	david geary; cay horstmann	True
Revaluation Books	9780131463055	Core JavaServer Faces	geary, david m.; horstmann, cay s.	False
Bobs Books	9780131463055	CORE JAVASERVER FACES	geary, david horstmann, cay (san jose state university, californ	False
MildredsBooks	9780131463055	Core JavaServer Faces (Sun Microsystems Press Java Series)	david geary; cay horstmann	True
Revaluation Books	9780131463055	Core JavaServer Faces (Core)	geary, david	False
Gunars Store	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Gunter Koppon	9780131463055	Core JavaServer Faces	david geary; cay horstmann	True
Limelight Bookshop	9780131463055	Core JavaServer Faces (Java 2 Platform, Enterprise Edition)	geary, david	False
The Bookman	9780131227068	Patterns of Problem Solving (2nd Edition)	moshe f. rubinstein, iris r. firstenberg	True
Finisterre Books	9780131227068	Patterns of Problem Solving [FACSIMILE] [Paperback] by Rubinstein, Moshe F...	moshe f. rubinstein, iris r. firstenberg	True
Countless Pages Book Store	9780131227068	Patterns of Problem Solving	moshe f. rubinstein, iris r. firstenberg	True
A1Books	9780131227068	Patterns of Problem Solving	moshe f. rubinstein, iris r. firstenberg	True
Bookmantra.com	9780131227068	Patterns of Problem Solving - Building State of the Art ATM Intranets	rubinstein,firstenberg,	False
BookJoe	9780131227068	Patterns of Problem Solving [FACSIMILE] [Paperback] by Rubinstein, Moshe F...	not available	False
textbookxdotcom	9780131227068	Patterns of Problem Solving	moshe f. rubinstein	False
textbooksNow	9780130494984	Tools for Structured &amp; Obj-Or Design (w/2 CDs)	bohl	False
OPOE-ABE Books	9780130494984	TOOLS F/STRUC.+OBJ.ORIENTED DES.-W/2 CD	bohl	False
Campus Book Store	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition	marilyn bohl, maria rynn	True
Indoo.com	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic	bohl, marilynrynn, maria	False
A1Books	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic	marilyn bohl, maria rynn	True
textbookxdotcom	9780130494984	Tools for Structured and Object-Oriented Design An Introduction to Programming Logic	marilyn bohl	False
Caiman	9780130494984	TOOLS FOR STRUCTURED &amp; OBJECT-	marilyn bohl	False
Books2Anywhere.com	9780130494984	Tools for Structured and Object-Oriented Design	marilyn bohl, maria rynn	True
Players Quest	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition	marilyn bohl, maria rynn	True
Striped Ostrich	9780130494984	Tools for Structured and Object-Oriented Design : An Introduction to Programming Logic	marilyn bohl, maria rynn	True
paperbackworld.de	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic	marilyn bohl, uyless d. black, maria rynn	False
Papamedia.com	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition	marilyn bohl, maria rynn	True
Englishbookservice.com GTI GmbH	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic	marilyn bohl, maria rynn	True
Revaluation Books	9780130494984	Tools for Structured and Object-Oriented Design An Introduction to Programming Logic	marilyn bohl, maria rynn	True
Limelight Bookshop	9780130494984	Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic	marilyn bohl	False
The Muse BA	9780130284467	A Practical Introduction to Data Structures and Algorithm Analysis	clifford a. shaffer	True
Bookbyte / Norwest Textbooks	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis, by Shaffer, 2nd Edition	clifford a. shaffer	True
BookHolders	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition)	clifford a. shaffer	True
Kenneth Biggs	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis	clifford a. shaffer	True
a2zbooks	9780130284467	A Practical Introduction to Data Structures and Algorithm Analysis, 2nd Edition	clifford a. shaffer	True
Powell's  Books	9780130284467	Practical Introduction To Data Struct &amp; Alg 2ND Edition	clifford a. shaffer	True
Maher The Bookseller BA	9780130284467	A Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition	not available	False
MildredsBooks	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition) (2nd Edition)	clifford a. shaffer	True
ExtremelyReliable	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition...	clifford a. shaffer	True
textbooksNow	9780130284467	Practical Intro to Data Str etc	shaffer	False
OPOE-ABE Books	9780130284467	PRACT.INTRO.DATA STRUC.+ALGO.ANAL.-C++	shaffer	False
Indoo.com	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition)	clifford a. shaffer	True
A1Books	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition)	clifford a. shaffer	True
Caiman	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis.	clifford a. shaffer	True
textbookxdotcom	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis	clifford a. shaffer	True
Papamedia.com	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition) (2nd Edition)	clifford a. shaffer	True
Revaluation Books	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition)	clifford a. shaffer	True
Limelight Bookshop	9780130284467	Practical Introduction to Data Structures and Algorithm Analysis (C++ Edition)	clifford a. shaffer	True
Reliable Book Service	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Speedy Books shipping from USA!	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Best Book Deals	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Caiman	9780126445516	DATA MODELING ESSENTIALS 3/E	simsion, graeme	False
A1Books	9780126445516	Data Modeling Essentials, Third Edition (Morgan Kaufmann Series in Data Management Systems)	simsion, graeme; witt, graham; witt, graham c.	True
Books2Anywhere.com	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Book Lovers USA	9780126445516	Data Modeling Essentials, Third Edition (Morgan Kaufmann Series in Data Management Systems) (The Morgan Kaufmann Series in Data Management Systems)	simsion, graeme; witt, graham; witt, graham c.	True
Quartermelon	9780126445516	Data Modeling Essentials	by (author) simsion, graeme by (author) witt, graham	False
HTBOOK	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Powell's  Books	9780126445516	Data Modeling Essentials	simsion, graeme c	False
SARL Culture-Factory	9780126445516	Data Modeling Essentials	simsion, graeme	False
paperbackworld.de	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
Blackwell Online	9780126445516	Data Modeling Essentials	simsion, graeme; witt, graham; witt, graham c.	True
LAKESIDE BOOKS	9780126445516	DATA MODELING ESSENTIALS	simsion, graemewitt, graham	False
